factor,ICIR,positive_ic_ratio,is_timeseries,stability_score
f_化工_dxy_div_t_is_pre_cny,,,False,
f_化工_dxy_x_us10y,,,False,
f_化工_us10y_sq,,,False,
f_化工_wti_rank_x_t_trading_week_bucket_rank,,,False,
f_化工_wti_rank_x_env_weight_rank,0.017435110035605973,0.51259987707437,False,0.008937235261029738
f_化工_wti_rank_x_mfi_index_rank,-0.041459401719459034,0.48354712771890684,False,0.020047574618388724
f_化工_wti_rank_x_hurst_value_rank,-0.11654584731477594,0.45869947275922673,False,0.05345951871556506
f_化工_wti_rank_x_pv_wad_rank,-0.057305694712527805,0.47840531561461797,False,0.027415348965461807
f_化工_wti_rank_x_ma10_rank,-0.0258290114768143,0.5030606566499721,False,0.012993559474145867
f_化工_wti_rank_x_hurst_strength_rank,0.1326761800978412,0.546572934973638,False,0.07251720915716806
f_化工_wti_rank_x_kc_breakout_rank,0.012123014352870661,0.49127906976744184,False,0.005955783214055645
f_化工_wti_rank_x_pv_oi_efficiency_rank,0.016499502051357282,0.50694058856191,False,0.008364267280893503
f_化工_wti_rank_x_kc_squeeze_rank,-0.006320806392804343,0.49027552674230146,False,0.0030989366836682557
f_化工_wti_rank_x_vol_wsr_rank,0.037334149998125496,0.5077519379844961,False,0.018956487014552093
f_化工_env_weight_rank_x_mfi_index_rank,-0.0327783182156858,0.4880147510755993,False,0.01599630280470469
f_化工_env_weight_rank_x_hurst_value_rank,-0.09755847058427138,0.4665027658266749,False,0.0455112963573829
f_化工_env_weight_rank_x_pv_wad_rank,-0.011887861619986943,0.5107559926244623,False,0.0060717965618986795
f_化工_env_weight_rank_x_ma10_rank,-0.010515417534907496,0.49969268592501537,False,0.005254477231640931
f_化工_env_weight_rank_x_hurst_strength_rank,0.11248241054893911,0.5494775660725261,False,0.06180656117440169
f_化工_env_weight_rank_x_kc_breakout_rank,0.010009184388690282,0.5107559926244623,False,0.005112250907806776
f_化工_env_weight_rank_x_pv_oi_efficiency_rank,-0.009534149176399886,0.5064535955746773,False,0.004828604131133071
f_化工_env_weight_rank_x_kc_squeeze_rank,0.006093727294398287,0.49846342962507684,False,0.0030375002063657104
f_化工_wti_vol_norm,,,False,
f_化工_wti_raw_x_volnorm,,,False,
f_化工_t_is_pre_cny_vol_norm,,,False,
f_化工_us10y_vol_norm,,,False,
f_化工_t_trading_days_to_month_end_vol_norm,0.03751746174721857,0.525260029717682,False,0.019706423072276023
